state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
MO,8.EEI.A.4.a,8.EE.A.4,confirmed,99.0,8.EE.A.4,"The lesson overlap is perfect (1.0, with all 6 lessons shared), and the state standard text is nearly verbatim identical to the first portion of 8.EE.A.4. No other candidate comes close in either lesson overlap or text similarity."
MO,1.NBT.A.3,1.NBT.B.3,confirmed,99.0,1.NBT.B.3,"The lesson overlap is perfect (1.0, 8/8 lessons shared), and the standard text is nearly identical in content. This is unambiguously the correct CCSS alignment."
MA,6.SP.A.3,6.SP.A.3,confirmed,99.0,6.SP.A.3,"The tag has perfect lesson overlap (1.0, with all 11 lessons shared) and the highest embedding similarity (0.907639), and the state standard text is nearly identical to the CCSS standard text. All evidence strongly supports this tag."
AL,8.NSO.2,8.NS.A.2,confirmed,99.0,8.NS.A.2,"The lesson overlap is perfect (1.0, with all 2 shared lessons matching), the state standard text is nearly identical in content to 8.NS.A.2, and it ranks #1 in embedding similarity at 0.795. All evidence strongly supports this tag."
IN,K.M.1,K.MD.A.2,confirmed,97.0,K.MD.A.2,"The lesson overlap of 92.31% (12 of 13 lessons shared) is exceptionally strong, directly confirming that K.MD.A.2 and IN K.M.1 address the same curriculum content. The state standard's focus on direct comparisons of length, capacity, weight, and temperature aligns well with K.MD.A.2's description of directly comparing objects on measurable attributes."
MT,8.EE.7.b,8.EE.C.7.b,confirmed,99.0,8.EE.C.7.b,"The tag has a perfect lesson overlap of 1.0 (all 9 lessons shared), the highest embedding similarity score (0.855), and the state standard text is verbatim identical to the CCSS 8.EE.C.7.b text, making this an unambiguous match."
ND,5.NO.NF.3,5.NF.A.1,confirmed,85.0,5.NF.A.1,"The tag 5.NF.A.1 shows a very strong lesson overlap of 72.73% (8 of 11 lessons shared), which is the strongest signal available and indicates genuine curriculum alignment. Although 5.NF.A.1 is not in the top-5 embedding similarity candidates, the ND standard's focus on adding and subtracting fractions and mixed numbers with unlike denominators aligns directly with 5.NF.A.1's content, and the high lesson overlap confirms this is a legitimate pairing alongside the existing 5.NF.A.2 tag."
MT,3.MD.5.b,3.MD.C.5.b,confirmed,99.0,3.MD.C.5.b,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.873) among all candidates, with identical text between the state standard and CCSS 3.MD.C.5.b. All evidence unanimously supports this tag."
KS,7.NS.2b,7.NS.A.2.b,confirmed,99.0,7.NS.A.2.b,"The lesson overlap is perfect (1.0) with all 2 state lessons matching all 2 CCSS lessons, and the state standard text is nearly identical to 7.NS.A.2.b. No other candidate comes close in either lesson overlap or semantic similarity."
WY,3.OA.C.7,3.OA.C.7,confirmed,98.0,3.OA.C.7,"The lesson overlap is 91.67% (11 of 11 state lessons shared with the CCSS standard), which is an extremely strong signal. The state standard text is also semantically and substantively equivalent to CCSS 3.OA.C.7, both addressing fluent multiplication and division with single-digit factors and memorization of products by end of Grade 3."
IA,1.MD.A.1,1.MD.A.1,confirmed,99.0,1.MD.A.1,"The tag is an exact text match between the Iowa state standard and CCSS 1.MD.A.1, and the lesson overlap is perfect (1.0) with all 5 lessons shared, making this an unambiguous alignment."
MS,7.SP.5,7.SP.C.5,confirmed,99.0,7.SP.C.5,"The tag has perfect lesson overlap (1.0) with all shared lessons matching, ranks #1 in similarity candidates, and the state standard text is essentially identical to CCSS 7.SP.C.5, making this an unambiguous match."
MT,7.SP.1,7.SP.A.1,confirmed,99.0,7.SP.A.1,"The tag shows perfect lesson overlap (1.0, all 4 lessons shared) and the highest embedding similarity (0.889) among all candidates, and the state standard text is essentially identical to the CCSS 7.SP.A.1 text word-for-word."
ID,K.G.B.6,K.G.B.6,confirmed,99.0,K.G.B.6,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to the CCSS K.G.B.6 text. No other candidate comes close in lesson overlap."
MO,3.NF.A.3.a,3.NF.A.2.a,confirmed,95.0,3.NF.A.2.a,"The lesson overlap is perfect (1.0) with all 3 state lessons matching all 3 CCSS lessons, providing very strong evidence for this tag. Additionally, the CCSS standard 3.NF.A.2.a explicitly defines 'the interval from 0 to 1 as the whole,' which directly aligns with the MO standard's text about understanding 'the whole is the interval from 0 to 1.'"
AR,3.GM.4,3.MD.B.4,confirmed,90.0,3.MD.B.4,"The lesson overlap is perfect (1.0, with all 3 state lessons shared with 3.MD.B.4), which is the strongest signal available. Both standards address measuring lengths using rulers marked with halves and fourths/quarters of an inch, confirming strong content alignment despite a relatively low embedding similarity score."
AZ,3.G.A.2,3.G.A.2,confirmed,99.0,3.G.A.2,"The lesson overlap is perfect (1.0, with all 10 lessons shared), and the state standard text is nearly identical to CCSS 3.G.A.2. This is the top-ranked candidate by both lesson overlap and embedding similarity."
ID,3.NBT.A.3,3.NBT.A.3,confirmed,99.0,3.NBT.A.3,"Perfect lesson overlap (1.0) with all 3 state lessons matching all 3 CCSS lessons, and the state standard text is nearly identical to the CCSS standard text. No other candidate comes close."
AK,4.NF.3.b,4.NF.B.3.b,confirmed,99.0,4.NF.B.3.b,"The lesson overlap is perfect (1.0, with all 12 lessons shared), and the state standard text is essentially identical to 4.NF.B.3.b. This is a clear, unambiguous match."
RI,3.MD.B.3,3.MD.B.3,confirmed,99.0,3.MD.B.3,"The lesson overlap is perfect (1.0, all 3 lessons shared), the embedding similarity is very high (0.916), the state standard text is essentially identical to the CCSS standard text, and 3.MD.B.3 ranks first among all candidates with no competitors close to it."
AL,8.DSP.21,8.SP.A.4,confirmed,99.0,8.SP.A.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is nearly identical to 8.SP.A.4's text. Both the strongest signal (lesson overlap) and secondary signal (embedding similarity of 0.823) strongly confirm this tag."
ID,3.NF.A.3.c,3.NF.A.3.c,confirmed,99.0,3.NF.A.3.c,"The lesson overlap is perfect (1.0, all 6 lessons shared), the text is nearly identical between the state standard and the CCSS standard, and this candidate ranks #1 in similarity. All evidence strongly supports this tag."
SC,8.PAFR.2.3,8.EE.B.6,likely_incorrect,72.0,8.EE.B.5,"The tag being evaluated (8.EE.B.6) is not in the top-5 candidates and has only 16.7% lesson overlap, while 8.EE.B.5 has 50% lesson overlap (the highest among candidates) and directly addresses slope as unit rate/rate of change for linear functions, which better matches the state standard's focus on identifying rate of change as slope. The 8.EE.B.6 standard's emphasis on similar triangles and deriving equations is a narrower, more technical concept than what the SC standard describes."
NJ,1.NBT.A.1,1.NBT.A.1,confirmed,99.0,1.NBT.A.1,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the state standard and CCSS 1.NBT.A.1, and the state standard text is identical to the CCSS text, with an embedding similarity of 0.86. All evidence strongly supports this tag."
IA,6.EE.B.8,6.EE.B.8,confirmed,99.0,6.EE.B.8,"The state standard text is identical to the CCSS 6.EE.B.8 text, and the lesson overlap is 1.0 (all lessons shared), making this an unambiguous match. It also ranks #1 in the top-5 candidates with the highest embedding similarity score."
SC,7.PAFR.3.1,8.EE.A.1,confirmed,99.0,8.EE.A.1,"The lesson overlap is perfect (1.0) with all 6 lessons shared between the state standard and 8.EE.A.1, and the content of both standards is essentially identical — both address properties/laws of integer exponents to simplify/generate equivalent numerical expressions. No other candidate comes close in lesson overlap."
MO,8.GM.A.1.a,8.G.A.1.b,confirmed,92.0,8.G.A.1.b,"The lesson overlap is perfect (1.0, all 6 lessons shared), which is the strongest signal and directly supports this tag. The MO standard explicitly mentions angle measure preservation under rigid transformations, which aligns directly with 8.G.A.1.b's focus on angles being taken to angles of the same measure."
OH,3.MD.5,3.MD.C.5,confirmed,99.0,3.MD.C.5,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared) and the state standard text is identical to the CCSS standard text, with the highest embedding similarity score of 0.843. All evidence strongly supports this tag."
SC,7.DPSR.1.4,6.SP.B.4,confirmed,72.0,6.SP.B.4,"6.SP.B.4 explicitly mentions histograms and is the best-matching CCSS standard, supported by the highest lesson overlap (0.2222) among all candidates and the strongest embedding similarity in the top-5. While the lesson overlap is modest (2 of 9 shared lessons), it is the strongest available signal and the content match on histograms is direct."
MO,6.GM.A.4.a,6.G.A.4,confirmed,99.0,6.G.A.4,"The lesson overlap is perfect (1.0) with all 7 lessons shared between the state standard and 6.G.A.4, and the state standard text is virtually identical to the CCSS text (just omitting the surface area application portion). No other candidate comes close in either lesson overlap or text similarity."
KS,K.G.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The state standard text is identical to K.G.B.5, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match. No other candidate comes close in either text similarity or lesson overlap."
MO,3.NBT.A.3,3.NBT.A.2,confirmed,99.0,3.NBT.A.2,"The lesson overlap is perfect (1.0, with all 13 lessons shared), and the state standard text is essentially identical in meaning to 3.NBT.A.2 — both describe fluency with addition and subtraction within 1,000. No other candidate comes close in lesson overlap."
AL,1.OA.2,1.OA.A.2,confirmed,99.0,1.OA.A.2,"The lesson overlap is perfect (1.0, all 5 lessons shared), the text is nearly identical between the state standard and CCSS 1.OA.A.2, and it ranks first in both similarity and lesson overlap among all candidates."
AL,6.PR.3,6.RP.A.3.d,likely_incorrect,72.0,6.RP.A.3,"6.RP.A.3.d has only 10.7% lesson overlap (3 shared lessons) and does not appear in the top-5 candidates, making it a weak match. The state standard 6.PR.3 broadly covers ratio and rate reasoning with multiple representations, which aligns much more strongly with the parent standard 6.RP.A.3 (34.5% lesson overlap, 10 shared lessons), which is already tagged and captures the full scope of the standard."
OH,K.G.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The state standard text is nearly identical to K.G.B.5, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match. No other candidate comes close in either text similarity or lesson overlap."
IN,6.NS.3,6.NS.C.6,likely_incorrect,82.0,6.NS.C.6.c,"The tag 6.NS.C.6 has 0.0 lesson overlap with the state standard, and its text focuses on extending number line diagrams to negative coordinates rather than comparing/ordering rational numbers in real-world contexts. By contrast, 6.NS.C.6.c already exists as another tag for this standard and has the strongest lesson overlap (0.5833), making it the best single match; the state standard's language about writing/interpreting/explaining order in real-world contexts also directly mirrors 6.NS.C.7.b, which has higher embedding similarity (0.749)."
CO,7.G.B.6,7.G.B.6,confirmed,99.0,7.G.B.6,"The tag shows perfect lesson overlap (1.0) with all 9 lessons shared between the state standard and CCSS 7.G.B.6, and the state standard text is virtually identical to the CCSS text. No other candidate comes close, with all others showing 0.0 lesson overlap."
IA,K.G.B.5,K.G.B.5,confirmed,99.0,K.G.B.5,"The state standard text is identical to K.G.B.5, and the lesson overlap is perfect (1.0) with all 4 lessons shared, making this an unambiguous match with no competing candidates."
SC,8.MGSR.3.7,8.G.A.3,confirmed,92.0,8.G.A.3,"The state standard text nearly mirrors 8.G.A.3's wording (both describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates), and the lesson overlap of 42.86% (6 of 6 state lessons shared) is strong, especially given that 8.G.A.3 ranks #1 in both similarity and lesson overlap with no competing candidate showing any lesson overlap."
LA,6.NS.C.7.c,6.NS.C.7.c,confirmed,99.0,6.NS.C.7.c,"The state standard text is nearly identical to CCSS 6.NS.C.7.c, and the lesson overlap is perfect (1.0), with 100% of lessons shared. This is ranked #1 in similarity candidates with an embedding score of 0.827, making this an unambiguous match."
ND,6.NO.O.3,6.NS.B.3,likely_incorrect,72.0,5.NF.B.7.c,"6.NS.B.3 focuses on fluency with decimal algorithms (no fractions, no visual models), while the ND standard emphasizes multiplication and division of fractions with visual models and problem-solving contexts — much better aligned with 5.NF.B.7.c, which has the highest lesson overlap (0.3077) and strongest semantic similarity among candidates. The tag being evaluated is not in the top-5 candidates and has relatively low lesson overlap (0.2222), suggesting the shared lessons reflect decimal content only partially overlapping with the broader ND standard."
ND,2.NO.NBT.4,2.NBT.B.5,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (2.NBT.B.5) has only 5.56% lesson overlap (1 shared lesson out of 8/11). This is quite low. Meanwhile, the other existing tag 2"
AR,7.SP.9,7.SP.C.6,confirmed,82.0,7.SP.C.6,"The lesson overlap of 57.14% (4 out of 7 lessons shared) is the strongest signal here and clearly supports this tag — 7.SP.C.6 has the highest lesson overlap among all candidates by a wide margin. The AR standard's focus on 'experimental probabilities' aligns conceptually with 7.SP.C.6's emphasis on collecting data and observing long-run relative frequency, even though the embedding similarity is relatively low (0.370)."
MA,6.EE.B.6,6.EE.B.6,confirmed,99.0,6.EE.B.6,"The tag has perfect lesson overlap (1.0, with all 4 lessons shared) and the highest embedding similarity (0.809) among all candidates. The state standard text is essentially identical to the CCSS standard text, making this an unambiguous match."
IN,K.NS.3,K.CC.B.4.a,likely_correct,68.0,K.CC.B.4.a,"K.CC.B.4.a directly matches the first part of the Indiana standard (one-to-one correspondence when counting), has the highest embedding similarity (0.712), and a reasonable lesson overlap (0.2632). However, K.CC.B.4.b has stronger lesson overlap (0.4211) and covers the cardinality principle, which is also a major component of K.NS.3, suggesting K.CC.B.4.a alone may be incomplete but is still a legitimate tag for this standard."
SD,5.NBT.A.3.a,5.NBT.A.3.a,confirmed,99.0,5.NBT.A.3.a,"The lesson overlap is 1.0 (all 3 lessons shared), the state standard text is essentially identical to the CCSS standard text, and it ranks #1 in similarity. This is an exact match with no ambiguity."
AR,7.SP.6,7.SP.A.2,confirmed,97.0,7.SP.A.2,"The lesson overlap is perfect (1.0), with all 4 state standard lessons matching all 4 CCSS 7.SP.A.2 lessons, providing the strongest possible signal. The semantic similarity and content alignment are also strong, as both standards address using random samples to draw inferences about populations."
MO,7.RP.A.1,7.RP.A.1,confirmed,99.0,7.RP.A.1,"The lesson overlap is perfect (1.0, with all 3 lessons shared), and the state standard text is nearly identical to CCSS 7.RP.A.1, both focusing on computing unit rates involving complex fractions with like or different units. No other candidate comes close in lesson overlap."
AK,5.NF.2,5.NF.A.2,confirmed,99.0,5.NF.A.2,"The lesson overlap is perfect (1.0, with all 6 lessons shared), and the state standard text is nearly identical to 5.NF.A.2. This is unambiguously the correct tag."
AL,2.G.25.a,2.G.A.1,confirmed,99.0,2.G.A.1,"The lesson overlap is perfect (1.0, all 7 lessons shared), and the state standard text is nearly identical to 2.G.A.1's text. No other candidate comes close in either lesson overlap or semantic similarity."
MS,3.MD.5b,3.MD.C.5.b,confirmed,99.0,3.MD.C.5.b,"The tag shows perfect lesson overlap (1.0) with all 5 lessons shared, ranks #1 among candidates, and the state standard text is verbatim identical to the CCSS standard text, making this an unambiguous match."
AZ,K.G.B.6,K.G.B.6,confirmed,99.0,K.G.B.6,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text 'Use simple shapes to form composite shapes' directly maps to the CCSS K.G.B.6 text 'Compose simple shapes to form larger shapes.' No other candidate comes close, with all others showing 0% lesson overlap."
AZ,4.MD.A.3,4.MD.A.3,confirmed,99.0,4.MD.A.3,"The lesson overlap is perfect (1.0) with all 5 lessons shared between the state standard and 4.MD.A.3, and the state standard text is nearly identical to the CCSS text. No other candidate comes close in lesson overlap or semantic similarity."
ID,K.G.B.4,K.G.B.4,confirmed,99.0,K.G.B.4,"The lesson overlap is perfect (1.0) with all 10 lessons shared, and the state standard text is virtually identical to CCSS K.G.B.4. No other candidate comes close in either lesson overlap or semantic similarity."
LA,7.EE.B.4.b,7.EE.B.4.b,confirmed,99.0,7.EE.B.4.b,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is essentially identical to the CCSS 7.EE.B.4.b text. The embedding similarity of 0.846 is also the highest among all candidates, confirming this is an exact match."
MS,7.SP.4,7.SP.B.4,confirmed,99.0,7.SP.B.4,"The lesson overlap is perfect (1.0, with all 3 lessons shared), the text is nearly identical between the state standard and 7.SP.B.4, and it ranks first in both embedding similarity and lesson overlap among all candidates. This is an unambiguous match."
NJ,5.M.B.3,5.MD.C.4,confirmed,99.0,5.MD.C.4,"The tag 5.MD.C.4 has a perfect lesson overlap (1.0) with all 4 lessons shared, and the text of the state standard is nearly identical to the CCSS standard ('non-standard units' vs 'improvised units' being the only trivial difference). Both signals strongly confirm this alignment."
ND,6.AR.RP.2,6.RP.A.2,confirmed,99.0,6.RP.A.2,"The lesson overlap is perfect (1.0) with all 6 lessons shared between the state standard and 6.RP.A.2, and the semantic similarity is also the highest among candidates (0.81). Both standards focus on unit rates in ratio relationships, making this an unambiguous match."
AK,5.NF.4.b,5.NF.B.4.b,confirmed,99.0,5.NF.B.4.b,"The state standard text is identical to the CCSS 5.NF.B.4.b text, and the lesson overlap is perfect (1.0, with all 8 lessons shared), making this an unambiguous match with no competing candidates."
KS,K.CC.4d,K.CC.A.3,confirmed,99.0,K.CC.A.3,"The state standard text is virtually identical to K.CC.A.3, and the lesson overlap is perfect (1.0) with all 18 lessons shared, providing the strongest possible evidence that this tag is correct."
ND,K.AR.OA.5,K.OA.A.2,likely_correct,68.0,K.OA.A.2,"K.OA.A.2 is the top-ranked candidate by both embedding similarity (0.616) and lesson overlap (0.1739), and its content directly matches the state standard's focus on solving subtraction word problems within 10. The lesson overlap is modest (4 of 11 lessons shared), but no other candidate comes close, and the existing tag K.OA.A.1 accounts for the broader representation aspect, making K.OA.A.2 a reasonable complementary tag for the word-problem-solving focus."
SC,6.DPSR.1.2,6.SP.B.4,confirmed,90.0,6.SP.B.4,"The tag 6.SP.B.4 has a strong lesson overlap of 44.4% (4 of 4 state lessons shared), directly matches the content of creating box plots, and is ranked #2 in similarity candidates. While HSS.ID.A.1 has slightly higher embedding similarity, it has 0% lesson overlap, making 6.SP.B.4 the clearly better match."
WY,4.G.L.3,4.G.A.3,confirmed,99.0,4.G.A.3,"Perfect lesson overlap (1.0) with 4.G.A.3, which is also ranked #1 by embedding similarity. The state standard text is nearly identical in content to 4.G.A.3, covering line symmetry identification and drawing lines of symmetry for two-dimensional figures."
OH,3.MD.7b,3.MD.C.7.b,confirmed,99.0,3.MD.C.7.b,"The tag shows a perfect lesson overlap of 1.0 (all 10 lessons shared) and ranks #1 in similarity with an embedding score of 0.874. The state standard text is virtually identical to the CCSS text, leaving no ambiguity."
KS,4.NF.3d,4.NF.B.3.d,confirmed,99.0,4.NF.B.3.d,"The state standard text is identical to the CCSS 4.NF.B.3.d text, and the lesson overlap is perfect (1.0, with all 6 lessons shared), making this an unambiguous match. It also ranks first in similarity candidates with the highest embedding score."
AL,5.M.17,5.MD.A.1,confirmed,99.0,5.MD.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical to 5.MD.A.1's text. No other candidate comes close in either lesson overlap or semantic similarity."
CO,4.NF.A.1,4.NF.A.1,confirmed,99.0,4.NF.A.1,"The lesson overlap is perfect (1.0, with all 5 lessons shared), and the state standard text is essentially identical to CCSS 4.NF.A.1 (the state version simply omits the algebraic notation 'a/b' and '(n × a)/(n × b)' but describes the same concept). No other candidate comes close, with all alternatives showing 0% lesson overlap."
MS,7.G.2,7.G.A.2,confirmed,99.0,7.G.A.2,"The state standard text is identical to the CCSS 7.G.A.2 text, and the lesson overlap is perfect (1.0) with all 9 lessons shared, making this an unambiguous match."
RI,5.G.A.2,5.G.A.2,confirmed,99.0,5.G.A.2,"The tag shows a perfect lesson overlap (1.0) with all 15 lessons shared, and the text of the state standard is virtually identical to CCSS 5.G.A.2, also reflected in the highest embedding similarity score of 0.898. All evidence strongly supports this tag."
IN,3.G.3,3.G.A,likely_incorrect,92.0,3.G.A.2,"The tag 3.G.A is a cluster-level descriptor (not a specific standard) with 0% lesson overlap and is not in the top-5 candidates, while 3.G.A.2 has 100% lesson overlap and near-identical text to the state standard, making it the clear correct tag already captured in the other existing tags."
SD,6.NS.C.7,6.NS.C.7,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (6.NS.C.7) has 0.0 lesson overlap — the CCSS standard has 0 lessons associated with it, so there's nothing to share. This is su"
IA,7.SP.B.3,7.SP.B.3,confirmed,99.0,7.SP.B.3,"The tag shows perfect lesson overlap (1.0, all 3 lessons shared) and ranks #1 in embedding similarity (0.887), and the state standard text is virtually identical to the CCSS standard text. All evidence strongly supports this tag."
SC,1.PAFR.1.7,1.NBT.C.4,confirmed,99.0,1.NBT.C.4,"The lesson overlap is perfect (1.0, with all 22 lessons shared), and the text of both standards describes the same content — adding a two-digit number with a one-digit number or a multiple of 10, using concrete models, place value strategies, and properties of operations. This is the top-ranked candidate by both lesson overlap and embedding similarity."
AZ,1.OA.D.7,1.OA.D.7,confirmed,99.0,1.OA.D.7,"The tag shows perfect lesson overlap (1.0, with all 9 lessons shared) and ranks first in embedding similarity (0.83), and the state standard text is essentially identical to the CCSS standard text. All evidence strongly confirms this tag."
SD,7.NS.A.2.b,7.NS.A.2.b,confirmed,99.0,7.NS.A.2.b,"The lesson overlap is perfect (1.0, 2/2 shared lessons), the tag ranks #1 in similarity candidates, and the state standard text is essentially identical to the CCSS 7.NS.A.2.b text, providing overwhelming evidence that this tag is correct."
OH,K.MD.1,K.MD.A.1,confirmed,99.0,K.MD.A.1,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and K.MD.A.1, and the state standard text directly mirrors the CCSS K.MD.A.1 content about describing measurable attributes of a single object using vocabulary like long/short, heavy/light. No other candidate comes close in either lesson overlap or semantic similarity."
ND,7.AR.EE.1,7.EE.A.1,confirmed,99.0,7.EE.A.1,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to 7.EE.A.1, with only minor expansions in wording (specifying 'integers and/or nonnegative fractions and decimals' vs. 'rational coefficients'). No other candidate comes close in lesson overlap."
IN,2.NS.1,2.NBT.A.2,confirmed,98.0,2.NBT.A.2,"The lesson overlap is perfect (1.0), with all 9 lessons shared between the Indiana standard and 2.NBT.A.2, and the standards describe essentially the same content (skip-counting by 2s, 5s, 10s, and 100s within 1000). No other candidate comes close in lesson overlap, making this an extremely strong match."
ND,7.GM.AV.3,7.G.B.6,likely_correct,62.0,7.G.B.6,"7.G.B.6 is the most semantically and content-appropriate match for a grade 7 standard about volume of prisms and composite solids in real-world problems, and it shows 33% lesson overlap (3 of 3 state lessons shared) — the strongest lesson overlap signal among all candidates. Although it doesn't appear in the top-5 similarity candidates (which all have 0% lesson overlap), the lesson overlap evidence is the most reliable signal and supports keeping this tag."
AL,5.NF.15.a,5.NF.B.7.a,likely_correct,72.0,5.NF.B.7.a,"The state standard AL 5.NF.15.a covers division of unit fractions by non-zero whole numbers AND whole numbers by unit fractions, which maps to both 5.NF.B.7.a and 5.NF.B.7.b. The tag 5.NF.B.7.a shows strong lesson overlap (0.6667, 4 of 6 lessons shared), and the other existing tag 5.NF.B.7.b shows even stronger overlap (0.8333). Since the state standard explicitly covers both directions of division, tagging it to both 5.NF.B.7.a and 5.NF.B.7.b is appropriate, making this tag likely correct as part of a legitimate many-to-one alignment."
MS,7.EE.3,7.EE.B.3,confirmed,99.0,7.EE.B.3,"The lesson overlap is perfect (1.0, all 7 lessons shared), the state standard text is nearly identical to the CCSS text, and 7.EE.B.3 ranks first in both similarity and lesson overlap with no competing candidates close to matching."
IA,6.SP.A.3,6.SP.A.3,confirmed,99.0,6.SP.A.3,"The tag has a perfect lesson overlap of 1.0 (all 11 lessons shared) and the highest embedding similarity score of 0.908, with identical standard text between the state standard and CCSS 6.SP.A.3. This is an unambiguous match."
MO,5.NF.B.4,5.NF.B.4.a,likely_incorrect,72.0,5.NBT.B.7,"The MO standard focuses on *estimating* sums, differences, and products with fractions AND decimals to thousandths — not on interpreting fraction multiplication as partitioning (which is what 5.NF.B.4.a covers). 5.NF.B.4.a doesn't appear in the top-5 candidates, and the lesson overlap (0.3214) is driven by a broad 28-lesson state standard sharing some fraction lessons, but the content mismatch is significant. 5.NBT.B.7 has the highest lesson overlap (0.2941, 10 shared lessons) and covers operations with decimals, making it a better fit alongside 5.NF.A.2 which explicitly includes estimation of fraction sums/differences."
NJ,K.CC.B.4.a,K.CC.B.4.a,confirmed,97.0,K.CC.B.4.a,"The state standard text is identical to the CCSS K.CC.B.4.a text, and the lesson overlap of 45.45% (5 of 5 state lessons shared) is the highest among all candidates, with K.CC.B.4.a ranking first in both embedding similarity and lesson overlap. All evidence strongly supports this tag."
ND,7.DPS.P.2,7.SP.C.8.a,likely_correct,62.0,7.SP.C.8.a,"7.SP.C.8.a has the highest embedding similarity (0.694) and shares the same lesson overlap (0.3333) as 7.SP.C.8.b, making it reasonably supported; however, the state standard's focus on 'developing a probability model for theoretical probabilities of independent compound events' arguably aligns most directly with 7.SP.C.8.a's conceptual framing of compound event probability, though the modest lesson overlap (1 of 3 lessons) across multiple sub-standards suggests the state standard spans several CCSS components."
NJ,K.OA.A.5,K.OA.A.5,confirmed,99.0,K.OA.A.5,"The lesson overlap is perfect (1.0), with all 2 lessons shared between the NJ state standard and K.OA.A.5, and the semantic similarity is the highest among all candidates. The NJ standard text ('accuracy and efficiency for addition and subtraction within 5') is a clear paraphrase of CCSS K.OA.A.5 ('Fluently add and subtract within 5')."
LA,8.SP.A.2,8.SP.A.2,confirmed,99.0,8.SP.A.2,"The lesson overlap is perfect (1.0, with all 4 lessons shared), the embedding similarity is extremely high (0.917), and the state standard text is virtually identical to the CCSS 8.SP.A.2 text. This tag is unambiguously correct."
AZ,3.OA.B.5,3.OA.B.5,confirmed,99.0,3.OA.B.5,"Perfect lesson overlap (1.0, 19/19 lessons shared) combined with identical content (both standards address applying properties of operations—commutative, associative, and distributive—as strategies to multiply and divide) confirms this tag is correct. The candidate ranks 1st in both similarity and lesson overlap with no close competitors."
MO,K.NS.C.11,K.CC.C.7,confirmed,99.0,K.CC.C.7,"The lesson overlap is perfect (1.0, with all 3 lessons shared), and the state standard text directly matches K.CC.C.7's description of comparing two numbers between 1 and 10 presented as written numerals. No other candidate comes close in lesson overlap."
OH,4.OA.2,4.OA.A.2,confirmed,99.0,4.OA.A.2,"The tag has perfect lesson overlap (1.0, all 6 lessons shared) and the state standard text is virtually identical to the CCSS 4.OA.A.2 text, making this an unambiguous match."
MT,5.NF.4.a,5.NF.B.4.a,confirmed,99.0,5.NF.B.4.a,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to 5.NF.B.4.a's text. This is an unambiguous match."
SC,8.PAFR.1.2,8.F.B.4,confirmed,97.0,8.F.B.4,"The lesson overlap is perfect (1.0) with all 3 lessons shared, and 8.F.B.4 directly addresses identifying rate of change and initial value (y-intercept) of a linear function, which maps precisely to the state standard's content. No other candidate comes close in lesson overlap."
IN,8.AF.3,8.F.A.1,confirmed,99.0,8.F.A.1,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 8.F.A.1, and the textual content is nearly identical — both standards define a function as assigning exactly one output/y-value to each input/x-value and describe the graph as the set of ordered pairs. No other candidate comes close."
NJ,7.NS.A.2b,7.NS.A.2.b,confirmed,99.0,7.NS.A.2.b,"The lesson overlap is perfect (1.0, with all 2 lessons shared), the tag ranks #1 in similarity, and the text of the state standard is virtually identical to CCSS 7.NS.A.2.b. All evidence strongly supports this tag."
MT,8.SP.2,8.SP.A.2,confirmed,99.0,8.SP.A.2,"The tag has a perfect lesson overlap of 1.0 (all 4 lessons shared), the highest embedding similarity score of 0.94, and the state standard text is essentially identical to the CCSS text, making this an unambiguous match."
SD,7.SP.C.8.a,7.SP.C.8.a,confirmed,99.0,7.SP.C.8.a,"The tag has perfect lesson overlap (1.0) with 7.SP.C.8.a, which is also the top-ranked candidate with the highest embedding similarity (0.888). Additionally, the state standard text is virtually identical to the CCSS text, leaving no ambiguity."
MA,4.OA.A.3,4.OA.A.3,confirmed,99.0,4.OA.A.3,"The lesson overlap is perfect (1.0, 9/9 shared lessons), the state standard text is nearly identical to the CCSS text, and the tag ranks #1 among all candidates with the highest embedding similarity score. All evidence strongly supports this tag."
